Sample number 	 Current (A) 	 Absolute value (A) 	 Time (s)
8803.000000	18.120090	18.120090	88.030000
8804.000000	9.203031	9.203031	88.040000
8805.000000	1.900063	1.900063	88.050000
8806.000000	11.409711	11.409711	88.060000
8807.000000	8.907369	8.907369	88.070000
8808.000000	10.267756	10.267756	88.080000
8809.000000	1.173992	1.173992	88.090000
8810.000000	11.235068	11.235068	88.100000
8811.000000	0.310949	0.310949	88.110000
8812.000000	24.192242	24.192242	88.120000
8813.000000	17.268709	17.268709	88.130000
8814.000000	3.575994	3.575994	88.140000
8815.000000	28.805779	28.805779	88.150000
8816.000000	11.317083	11.317083	88.160000
8817.000000	7.038026	7.038026	88.170000
8818.000000	-5.401538	5.401538	88.180000
8819.000000	14.461135	14.461135	88.190000
8820.000000	15.272240	15.272240	88.200000
8821.000000	2.027119	2.027119	88.210000
8822.000000	3.637115	3.637115	88.220000
8823.000000	4.656636	4.656636	88.230000
8824.000000	9.106184	9.106184	88.240000
8825.000000	8.511653	8.511653	88.250000
8826.000000	4.280639	4.280639	88.260000
8827.000000	14.552529	14.552529	88.270000
8828.000000	12.180759	12.180759	88.280000
8829.000000	2.453039	2.453039	88.290000
8830.000000	14.595894	14.595894	88.300000
8831.000000	9.601952	9.601952	88.310000
8832.000000	11.445781	11.445781	88.320000
8833.000000	20.737916	20.737916	88.330000
8834.000000	-10.758765	10.758765	88.340000
8835.000000	-5.832111	5.832111	88.350000
8836.000000	9.626210	9.626210	88.360000
8837.000000	-8.045559	8.045559	88.370000
8838.000000	16.938901	16.938901	88.380000
8839.000000	4.455179	4.455179	88.390000
8840.000000	8.697347	8.697347	88.400000
8841.000000	-3.487327	3.487327	88.410000
8842.000000	11.591264	11.591264	88.420000
8843.000000	-4.359071	4.359071	88.430000
8844.000000	12.567715	12.567715	88.440000
8845.000000	3.765808	3.765808	88.450000
8846.000000	6.353029	6.353029	88.460000
8847.000000	10.493299	10.493299	88.470000
8848.000000	11.849513	11.849513	88.480000
8849.000000	6.749618	6.749618	88.490000
8850.000000	2.261699	2.261699	88.500000
8851.000000	6.133118	6.133118	88.510000
8852.000000	20.257252	20.257252	88.520000
8853.000000	8.398256	8.398256	88.530000
8854.000000	10.213644	10.213644	88.540000
8855.000000	19.152566	19.152566	88.550000
8856.000000	6.934639	6.934639	88.560000
8857.000000	-7.256723	7.256723	88.570000
8858.000000	20.222775	20.222775	88.580000
8859.000000	3.872362	3.872362	88.590000
8860.000000	15.863054	15.863054	88.600000
8861.000000	13.320295	13.320295	88.610000
8862.000000	19.662063	19.662063	88.620000
8863.000000	24.221224	24.221224	88.630000
8864.000000	5.977809	5.977809	88.640000
8865.000000	7.141687	7.141687	88.650000
8866.000000	25.597449	25.597449	88.660000
8867.000000	0.680382	0.680382	88.670000
8868.000000	27.231820	27.231820	88.680000
8869.000000	5.218565	5.218565	88.690000
8870.000000	23.429468	23.429468	88.700000
8871.000000	10.984646	10.984646	88.710000
8872.000000	24.634242	24.634242	88.720000
8873.000000	16.013091	16.013091	88.730000
8874.000000	5.667765	5.667765	88.740000
8875.000000	-1.560833	1.560833	88.750000
8876.000000	-13.083936	13.083936	88.760000
8877.000000	11.798285	11.798285	88.770000
8878.000000	-5.394169	5.394169	88.780000
8879.000000	-3.659815	3.659815	88.790000
8880.000000	5.479442	5.479442	88.800000
8881.000000	1.455264	1.455264	88.810000
8882.000000	15.784251	15.784251	88.820000
8883.000000	3.027911	3.027911	88.830000
8884.000000	16.048176	16.048176	88.840000
8885.000000	26.542271	26.542271	88.850000
8886.000000	1.668397	1.668397	88.860000
8887.000000	7.246080	7.246080	88.870000
8888.000000	16.463995	16.463995	88.880000
8889.000000	8.367087	8.367087	88.890000
8890.000000	3.997093	3.997093	88.900000
8891.000000	7.397471	7.397471	88.910000
8892.000000	11.441572	11.441572	88.920000
8893.000000	2.675545	2.675545	88.930000
8894.000000	8.185124	8.185124	88.940000
8895.000000	16.945064	16.945064	88.950000
8896.000000	19.506475	19.506475	88.960000
8897.000000	-4.151525	4.151525	88.970000
8898.000000	4.843461	4.843461	88.980000
8899.000000	-0.562243	0.562243	88.990000
8900.000000	-2.599129	2.599129	89.000000
8901.000000	1.886574	1.886574	89.010000
8902.000000	-1.969498	1.969498	89.020000
8903.000000	-3.631105	3.631105	89.030000
8904.000000	4.072010	4.072010	89.040000
8905.000000	12.582892	12.582892	89.050000
8906.000000	5.268757	5.268757	89.060000
8907.000000	10.092644	10.092644	89.070000
8908.000000	-7.714249	7.714249	89.080000
8909.000000	4.221667	4.221667	89.090000
8910.000000	25.696298	25.696298	89.100000
8911.000000	15.505729	15.505729	89.110000
8912.000000	3.885425	3.885425	89.120000
8913.000000	4.968323	4.968323	89.130000
8914.000000	-5.481145	5.481145	89.140000
8915.000000	10.805611	10.805611	89.150000
8916.000000	7.531221	7.531221	89.160000
8917.000000	29.104523	29.104523	89.170000
8918.000000	21.026908	21.026908	89.180000
8919.000000	12.543363	12.543363	89.190000
8920.000000	16.364707	16.364707	89.200000
8921.000000	6.021760	6.021760	89.210000
8922.000000	25.405090	25.405090	89.220000
8923.000000	17.955744	17.955744	89.230000
8924.000000	11.225920	11.225920	89.240000
8925.000000	21.941710	21.941710	89.250000
8926.000000	15.467776	15.467776	89.260000
8927.000000	27.856531	27.856531	89.270000
8928.000000	17.241605	17.241605	89.280000
8929.000000	8.947172	8.947172	89.290000
8930.000000	-4.671741	4.671741	89.300000
8931.000000	14.862821	14.862821	89.310000
8932.000000	-1.639447	1.639447	89.320000
8933.000000	-9.393765	9.393765	89.330000
8934.000000	-0.394772	0.394772	89.340000
8935.000000	10.149123	10.149123	89.350000
8936.000000	13.015981	13.015981	89.360000
8937.000000	-0.214862	0.214862	89.370000
8938.000000	16.905861	16.905861	89.380000
8939.000000	20.751023	20.751023	89.390000
8940.000000	5.046453	5.046453	89.400000
8941.000000	28.108761	28.108761	89.410000
8942.000000	2.077878	2.077878	89.420000
8943.000000	7.279283	7.279283	89.430000
8944.000000	-2.949166	2.949166	89.440000
8945.000000	17.443990	17.443990	89.450000
8946.000000	24.316749	24.316749	89.460000
8947.000000	23.258819	23.258819	89.470000
8948.000000	7.703964	7.703964	89.480000
8949.000000	0.389646	0.389646	89.490000
8950.000000	5.472464	5.472464	89.500000
8951.000000	19.820101	19.820101	89.510000
8952.000000	24.005024	24.005024	89.520000
8953.000000	-0.518139	0.518139	89.530000
8954.000000	0.077770	0.077770	89.540000
8955.000000	4.483052	4.483052	89.550000
8956.000000	7.254771	7.254771	89.560000
8957.000000	5.327406	5.327406	89.570000
8958.000000	2.741697	2.741697	89.580000
8959.000000	3.532422	3.532422	89.590000
8960.000000	2.375919	2.375919	89.600000
8961.000000	17.813784	17.813784	89.610000
8962.000000	15.124560	15.124560	89.620000
8963.000000	0.804057	0.804057	89.630000
8964.000000	15.479568	15.479568	89.640000
8965.000000	23.661220	23.661220	89.650000
8966.000000	-7.674962	7.674962	89.660000
8967.000000	10.079055	10.079055	89.670000
8968.000000	7.026682	7.026682	89.680000
8969.000000	28.827768	28.827768	89.690000
8970.000000	-1.219377	1.219377	89.700000
8971.000000	7.541714	7.541714	89.710000
8972.000000	14.638137	14.638137	89.720000
8973.000000	4.187978	4.187978	89.730000
8974.000000	40.190744	40.190744	89.740000
8975.000000	2.810564	2.810564	89.750000
8976.000000	5.062451	5.062451	89.760000
8977.000000	23.262744	23.262744	89.770000
8978.000000	-6.053240	6.053240	89.780000
8979.000000	13.011059	13.011059	89.790000
8980.000000	-7.708641	7.708641	89.800000
8981.000000	0.796574	0.796574	89.810000
8982.000000	38.022914	38.022914	89.820000
8983.000000	11.121404	11.121404	89.830000
8984.000000	4.353409	4.353409	89.840000
8985.000000	17.026063	17.026063	89.850000
8986.000000	20.075716	20.075716	89.860000
8987.000000	-18.949638	18.949638	89.870000
8988.000000	-16.619238	16.619238	89.880000
8989.000000	17.878411	17.878411	89.890000
8990.000000	9.337689	9.337689	89.900000
8991.000000	21.624272	21.624272	89.910000
8992.000000	17.859039	17.859039	89.920000
8993.000000	9.522701	9.522701	89.930000
8994.000000	28.771980	28.771980	89.940000
8995.000000	5.154283	5.154283	89.950000
8996.000000	0.146590	0.146590	89.960000
8997.000000	11.975190	11.975190	89.970000
8998.000000	4.839996	4.839996	89.980000
8999.000000	29.377904	29.377904	89.990000
9000.000000	9.807515	9.807515	90.000000
9001.000000	3.271332	3.271332	90.010000
9002.000000	14.109537	14.109537	90.020000
9003.000000	8.544097	8.544097	90.030000
9004.000000	12.122465	12.122465	90.040000
9005.000000	15.633831	15.633831	90.050000
9006.000000	21.855318	21.855318	90.060000
9007.000000	5.837206	5.837206	90.070000
9008.000000	19.536368	19.536368	90.080000
9009.000000	6.640298	6.640298	90.090000
9010.000000	23.350865	23.350865	90.100000
9011.000000	7.182218	7.182218	90.110000
9012.000000	-2.199229	2.199229	90.120000
9013.000000	9.734999	9.734999	90.130000
9014.000000	36.528308	36.528308	90.140000
9015.000000	15.078701	15.078701	90.150000
9016.000000	8.408285	8.408285	90.160000
9017.000000	9.851826	9.851826	90.170000
9018.000000	6.526434	6.526434	90.180000
9019.000000	1.813847	1.813847	90.190000
9020.000000	26.219876	26.219876	90.200000
9021.000000	14.236207	14.236207	90.210000
9022.000000	34.148455	34.148455	90.220000
9023.000000	20.107656	20.107656	90.230000
9024.000000	2.121086	2.121086	90.240000
9025.000000	23.601600	23.601600	90.250000
9026.000000	19.000876	19.000876	90.260000
9027.000000	26.410889	26.410889	90.270000
9028.000000	22.146174	22.146174	90.280000
9029.000000	5.432780	5.432780	90.290000
9030.000000	17.918631	17.918631	90.300000
9031.000000	-1.234606	1.234606	90.310000
9032.000000	-0.992478	0.992478	90.320000
9033.000000	5.372135	5.372135	90.330000
9034.000000	13.914487	13.914487	90.340000
9035.000000	11.528553	11.528553	90.350000
9036.000000	6.409524	6.409524	90.360000
9037.000000	9.601078	9.601078	90.370000
9038.000000	6.158189	6.158189	90.380000
9039.000000	-3.540418	3.540418	90.390000
9040.000000	7.915645	7.915645	90.400000
9041.000000	0.626267	0.626267	90.410000
9042.000000	7.861816	7.861816	90.420000
9043.000000	4.901311	4.901311	90.430000
9044.000000	10.085242	10.085242	90.440000
9045.000000	25.914621	25.914621	90.450000
9046.000000	5.139370	5.139370	90.460000
9047.000000	16.554346	16.554346	90.470000
9048.000000	4.624372	4.624372	90.480000
9049.000000	32.594560	32.594560	90.490000
9050.000000	7.357788	7.357788	90.500000
9051.000000	14.735263	14.735263	90.510000
9052.000000	9.723018	9.723018	90.520000
9053.000000	12.578705	12.578705	90.530000
9054.000000	0.986037	0.986037	90.540000
9055.000000	15.911886	15.911886	90.550000
9056.000000	18.307213	18.307213	90.560000
9057.000000	0.582714	0.582714	90.570000
9058.000000	28.020091	28.020091	90.580000
9059.000000	5.974772	5.974772	90.590000
9060.000000	2.718827	2.718827	90.600000
9061.000000	23.278684	23.278684	90.610000
9062.000000	13.688847	13.688847	90.620000
9063.000000	23.055421	23.055421	90.630000
9064.000000	-3.021891	3.021891	90.640000
9065.000000	16.919793	16.919793	90.650000
9066.000000	27.337127	27.337127	90.660000
9067.000000	10.975149	10.975149	90.670000
9068.000000	-0.209528	0.209528	90.680000
9069.000000	16.041434	16.041434	90.690000
9070.000000	36.253440	36.253440	90.700000
9071.000000	-2.755363	2.755363	90.710000
9072.000000	24.315970	24.315970	90.720000
9073.000000	20.167617	20.167617	90.730000
9074.000000	0.216443	0.216443	90.740000
9075.000000	5.259732	5.259732	90.750000
9076.000000	-4.056657	4.056657	90.760000
9077.000000	7.976791	7.976791	90.770000
9078.000000	13.208531	13.208531	90.780000
9079.000000	7.472236	7.472236	90.790000
9080.000000	17.214923	17.214923	90.800000
9081.000000	8.327001	8.327001	90.810000
9082.000000	7.477056	7.477056	90.820000
9083.000000	11.538328	11.538328	90.830000
9084.000000	27.769944	27.769944	90.840000
9085.000000	-0.474403	0.474403	90.850000
9086.000000	7.445306	7.445306	90.860000
9087.000000	4.353979	4.353979	90.870000
9088.000000	28.437700	28.437700	90.880000
9089.000000	-6.502005	6.502005	90.890000
9090.000000	8.417608	8.417608	90.900000
9091.000000	9.913163	9.913163	90.910000
9092.000000	9.835080	9.835080	90.920000
9093.000000	9.598691	9.598691	90.930000
9094.000000	6.182065	6.182065	90.940000
9095.000000	6.201436	6.201436	90.950000
9096.000000	26.963055	26.963055	90.960000
9097.000000	-1.023593	1.023593	90.970000
9098.000000	9.320196	9.320196	90.980000
9099.000000	4.306613	4.306613	90.990000
9100.000000	8.378001	8.378001	91.000000
9101.000000	1.110773	1.110773	91.010000
9102.000000	5.371807	5.371807	91.020000
9103.000000	13.981697	13.981697	91.030000
9104.000000	28.313072	28.313072	91.040000
9105.000000	12.073934	12.073934	91.050000
9106.000000	22.002309	22.002309	91.060000
9107.000000	16.212946	16.212946	91.070000
9108.000000	5.208396	5.208396	91.080000
9109.000000	11.119079	11.119079	91.090000
9110.000000	7.246637	7.246637	91.100000
9111.000000	11.945495	11.945495	91.110000
9112.000000	9.344470	9.344470	91.120000
9113.000000	14.952081	14.952081	91.130000
9114.000000	13.012656	13.012656	91.140000
9115.000000	22.442285	22.442285	91.150000
9116.000000	21.372817	21.372817	91.160000
9117.000000	21.190115	21.190115	91.170000
9118.000000	16.822392	16.822392	91.180000
9119.000000	23.342481	23.342481	91.190000
9120.000000	0.664490	0.664490	91.200000
9121.000000	21.118301	21.118301	91.210000
9122.000000	-6.267841	6.267841	91.220000
9123.000000	21.309150	21.309150	91.230000
9124.000000	2.521029	2.521029	91.240000
9125.000000	5.372093	5.372093	91.250000
9126.000000	11.600678	11.600678	91.260000
9127.000000	6.878878	6.878878	91.270000
9128.000000	4.320892	4.320892	91.280000
9129.000000	27.416811	27.416811	91.290000
9130.000000	3.664729	3.664729	91.300000
9131.000000	0.285616	0.285616	91.310000
9132.000000	8.584912	8.584912	91.320000
9133.000000	22.427386	22.427386	91.330000
9134.000000	30.956083	30.956083	91.340000
9135.000000	12.056601	12.056601	91.350000
9136.000000	14.683818	14.683818	91.360000
9137.000000	12.393516	12.393516	91.370000
9138.000000	25.900838	25.900838	91.380000
9139.000000	9.939201	9.939201	91.390000
9140.000000	3.170326	3.170326	91.400000
9141.000000	15.757091	15.757091	91.410000
9142.000000	27.341449	27.341449	91.420000
9143.000000	9.633500	9.633500	91.430000
9144.000000	18.007856	18.007856	91.440000
9145.000000	0.184995	0.184995	91.450000
9146.000000	22.464383	22.464383	91.460000
9147.000000	0.548573	0.548573	91.470000
9148.000000	1.143401	1.143401	91.480000
9149.000000	15.202043	15.202043	91.490000
9150.000000	12.364107	12.364107	91.500000
9151.000000	23.055270	23.055270	91.510000
9152.000000	-6.614052	6.614052	91.520000
9153.000000	2.191357	2.191357	91.530000
9154.000000	8.394809	8.394809	91.540000
9155.000000	18.597561	18.597561	91.550000
9156.000000	2.787186	2.787186	91.560000
9157.000000	9.366444	9.366444	91.570000
9158.000000	9.014358	9.014358	91.580000
9159.000000	20.911822	20.911822	91.590000
9160.000000	12.544427	12.544427	91.600000
9161.000000	-5.824695	5.824695	91.610000
9162.000000	17.185349	17.185349	91.620000
9163.000000	21.874840	21.874840	91.630000
9164.000000	2.064587	2.064587	91.640000
9165.000000	8.562313	8.562313	91.650000
9166.000000	2.563344	2.563344	91.660000
9167.000000	-18.270804	18.270804	91.670000
9168.000000	-0.784451	0.784451	91.680000
9169.000000	17.689461	17.689461	91.690000
9170.000000	30.502196	30.502196	91.700000
9171.000000	17.332742	17.332742	91.710000
9172.000000	6.455033	6.455033	91.720000
9173.000000	2.346469	2.346469	91.730000
9174.000000	22.139987	22.139987	91.740000
9175.000000	17.092894	17.092894	91.750000
9176.000000	-4.537816	4.537816	91.760000
9177.000000	7.970144	7.970144	91.770000
9178.000000	-0.143282	0.143282	91.780000
9179.000000	11.087179	11.087179	91.790000
9180.000000	8.999320	8.999320	91.800000
9181.000000	17.223441	17.223441	91.810000
9182.000000	-0.053531	0.053531	91.820000
9183.000000	24.175399	24.175399	91.830000
9184.000000	-0.146354	0.146354	91.840000
9185.000000	-1.766838	1.766838	91.850000
9186.000000	18.448338	18.448338	91.860000
9187.000000	20.659569	20.659569	91.870000
9188.000000	3.488831	3.488831	91.880000
9189.000000	12.687228	12.687228	91.890000
9190.000000	16.453174	16.453174	91.900000
9191.000000	22.091424	22.091424	91.910000
9192.000000	18.908388	18.908388	91.920000
9193.000000	17.987859	17.987859	91.930000
9194.000000	4.675152	4.675152	91.940000
9195.000000	13.486303	13.486303	91.950000
9196.000000	3.642207	3.642207	91.960000
9197.000000	9.026626	9.026626	91.970000
9198.000000	8.057057	8.057057	91.980000
9199.000000	-1.064530	1.064530	91.990000
9200.000000	5.073100	5.073100	92.000000
9201.000000	16.602967	16.602967	92.010000
9202.000000	11.541343	11.541343	92.020000
9203.000000	3.608020	3.608020	92.030000
9204.000000	10.085921	10.085921	92.040000
9205.000000	5.899120	5.899120	92.050000
9206.000000	3.945350	3.945350	92.060000
9207.000000	2.292533	2.292533	92.070000
9208.000000	14.553708	14.553708	92.080000
9209.000000	-1.992838	1.992838	92.090000
9210.000000	7.608855	7.608855	92.100000
9211.000000	7.871949	7.871949	92.110000
9212.000000	14.595753	14.595753	92.120000
9213.000000	27.849413	27.849413	92.130000
9214.000000	9.784597	9.784597	92.140000
9215.000000	3.316161	3.316161	92.150000
9216.000000	-1.481002	1.481002	92.160000
9217.000000	-4.135801	4.135801	92.170000
9218.000000	6.283574	6.283574	92.180000
9219.000000	-9.219764	9.219764	92.190000
9220.000000	25.563676	25.563676	92.200000
9221.000000	1.774365	1.774365	92.210000
9222.000000	17.883525	17.883525	92.220000
9223.000000	-16.984271	16.984271	92.230000
9224.000000	18.219110	18.219110	92.240000
9225.000000	21.017486	21.017486	92.250000
9226.000000	-1.686912	1.686912	92.260000
9227.000000	11.583518	11.583518	92.270000
9228.000000	5.494562	5.494562	92.280000
9229.000000	-10.209363	10.209363	92.290000
9230.000000	10.212339	10.212339	92.300000
9231.000000	8.053606	8.053606	92.310000
9232.000000	-6.190741	6.190741	92.320000
9233.000000	-8.290569	8.290569	92.330000
9234.000000	16.607718	16.607718	92.340000
9235.000000	8.541630	8.541630	92.350000
9236.000000	-4.447972	4.447972	92.360000
9237.000000	4.245681	4.245681	92.370000
9238.000000	14.103321	14.103321	92.380000
9239.000000	13.167696	13.167696	92.390000
9240.000000	6.413233	6.413233	92.400000
9241.000000	11.326081	11.326081	92.410000
9242.000000	19.137244	19.137244	92.420000
9243.000000	18.992946	18.992946	92.430000
9244.000000	-0.455641	0.455641	92.440000
9245.000000	3.320047	3.320047	92.450000
9246.000000	28.281553	28.281553	92.460000
9247.000000	13.557182	13.557182	92.470000
9248.000000	11.322237	11.322237	92.480000
9249.000000	9.935594	9.935594	92.490000
9250.000000	5.768040	5.768040	92.500000
9251.000000	6.868162	6.868162	92.510000
9252.000000	4.973173	4.973173	92.520000
9253.000000	-5.245969	5.245969	92.530000
9254.000000	9.576880	9.576880	92.540000
9255.000000	-1.417243	1.417243	92.550000
9256.000000	-7.759051	7.759051	92.560000
9257.000000	10.748833	10.748833	92.570000
9258.000000	16.507549	16.507549	92.580000
9259.000000	20.337047	20.337047	92.590000
9260.000000	32.004629	32.004629	92.600000
9261.000000	13.732997	13.732997	92.610000
9262.000000	16.190710	16.190710	92.620000
9263.000000	3.999576	3.999576	92.630000
9264.000000	5.267974	5.267974	92.640000
9265.000000	16.819444	16.819444	92.650000
9266.000000	-12.165885	12.165885	92.660000
9267.000000	-8.875780	8.875780	92.670000
9268.000000	23.964603	23.964603	92.680000
9269.000000	1.044698	1.044698	92.690000
9270.000000	8.286492	8.286492	92.700000
9271.000000	4.141980	4.141980	92.710000
9272.000000	-1.539573	1.539573	92.720000
9273.000000	16.710419	16.710419	92.730000
9274.000000	-9.969239	9.969239	92.740000
9275.000000	-1.733077	1.733077	92.750000
9276.000000	28.063876	28.063876	92.760000
9277.000000	14.706254	14.706254	92.770000
9278.000000	1.464348	1.464348	92.780000
9279.000000	9.846133	9.846133	92.790000
9280.000000	5.683583	5.683583	92.800000
9281.000000	3.372873	3.372873	92.810000
9282.000000	-4.487764	4.487764	92.820000
9283.000000	-6.708461	6.708461	92.830000
9284.000000	11.887740	11.887740	92.840000
9285.000000	18.237309	18.237309	92.850000
9286.000000	22.823459	22.823459	92.860000
9287.000000	24.719149	24.719149	92.870000
9288.000000	0.658211	0.658211	92.880000
9289.000000	14.346731	14.346731	92.890000
9290.000000	22.045409	22.045409	92.900000
9291.000000	-12.911751	12.911751	92.910000
9292.000000	11.380223	11.380223	92.920000
9293.000000	12.098564	12.098564	92.930000
9294.000000	16.178603	16.178603	92.940000
9295.000000	16.279940	16.279940	92.950000
9296.000000	10.678141	10.678141	92.960000
9297.000000	19.384634	19.384634	92.970000
9298.000000	17.240549	17.240549	92.980000
9299.000000	21.069526	21.069526	92.990000
9300.000000	20.098546	20.098546	93.000000
9301.000000	14.374740	14.374740	93.010000
9302.000000	10.990700	10.990700	93.020000
9303.000000	5.992023	5.992023	93.030000
9304.000000	8.120963	8.120963	93.040000
9305.000000	6.848092	6.848092	93.050000
9306.000000	8.988618	8.988618	93.060000
9307.000000	4.324410	4.324410	93.070000
9308.000000	20.543386	20.543386	93.080000
9309.000000	0.935805	0.935805	93.090000
9310.000000	2.213082	2.213082	93.100000
9311.000000	-15.691405	15.691405	93.110000
9312.000000	14.417082	14.417082	93.120000
9313.000000	0.575112	0.575112	93.130000
9314.000000	7.268550	7.268550	93.140000
9315.000000	10.437272	10.437272	93.150000
9316.000000	4.654052	4.654052	93.160000
9317.000000	0.039544	0.039544	93.170000
9318.000000	24.182551	24.182551	93.180000
9319.000000	6.265572	6.265572	93.190000
9320.000000	7.049261	7.049261	93.200000
9321.000000	0.362501	0.362501	93.210000
9322.000000	-8.508744	8.508744	93.220000
9323.000000	3.167406	3.167406	93.230000
9324.000000	17.614031	17.614031	93.240000
9325.000000	6.453010	6.453010	93.250000
9326.000000	5.502255	5.502255	93.260000
9327.000000	8.772894	8.772894	93.270000
9328.000000	14.994076	14.994076	93.280000
9329.000000	22.123246	22.123246	93.290000
9330.000000	-5.148547	5.148547	93.300000
9331.000000	6.321802	6.321802	93.310000
9332.000000	8.415646	8.415646	93.320000
9333.000000	18.009691	18.009691	93.330000
9334.000000	-9.729506	9.729506	93.340000
9335.000000	22.585726	22.585726	93.350000
9336.000000	28.547496	28.547496	93.360000
9337.000000	5.378486	5.378486	93.370000
9338.000000	25.057714	25.057714	93.380000
9339.000000	7.740408	7.740408	93.390000
9340.000000	6.684481	6.684481	93.400000
9341.000000	12.274647	12.274647	93.410000
9342.000000	0.520789	0.520789	93.420000
9343.000000	16.081213	16.081213	93.430000
9344.000000	19.259816	19.259816	93.440000
9345.000000	14.506198	14.506198	93.450000
9346.000000	8.156643	8.156643	93.460000
9347.000000	30.270972	30.270972	93.470000
9348.000000	21.691364	21.691364	93.480000
9349.000000	13.742202	13.742202	93.490000
9350.000000	9.160030	9.160030	93.500000
9351.000000	17.105059	17.105059	93.510000
9352.000000	8.195186	8.195186	93.520000
9353.000000	15.296017	15.296017	93.530000
9354.000000	18.143456	18.143456	93.540000
9355.000000	-0.467817	0.467817	93.550000
9356.000000	-0.409829	0.409829	93.560000
9357.000000	14.997267	14.997267	93.570000
9358.000000	3.346444	3.346444	93.580000
9359.000000	12.003199	12.003199	93.590000
9360.000000	-9.021635	9.021635	93.600000
9361.000000	14.781717	14.781717	93.610000
9362.000000	1.532418	1.532418	93.620000
9363.000000	6.750337	6.750337	93.630000
9364.000000	11.693497	11.693497	93.640000
9365.000000	16.488560	16.488560	93.650000
9366.000000	4.392072	4.392072	93.660000
9367.000000	14.373007	14.373007	93.670000
9368.000000	6.143277	6.143277	93.680000
9369.000000	10.769109	10.769109	93.690000
9370.000000	18.412723	18.412723	93.700000
9371.000000	2.531063	2.531063	93.710000
9372.000000	0.903464	0.903464	93.720000
9373.000000	10.709514	10.709514	93.730000
9374.000000	19.828317	19.828317	93.740000
9375.000000	7.886217	7.886217	93.750000
9376.000000	18.181206	18.181206	93.760000
9377.000000	20.818441	20.818441	93.770000
9378.000000	4.008594	4.008594	93.780000
9379.000000	4.557293	4.557293	93.790000
9380.000000	9.963640	9.963640	93.800000
9381.000000	4.377490	4.377490	93.810000
9382.000000	-4.873317	4.873317	93.820000
9383.000000	4.623523	4.623523	93.830000
9384.000000	-0.123440	0.123440	93.840000
9385.000000	0.460817	0.460817	93.850000
9386.000000	-6.992084	6.992084	93.860000
9387.000000	2.011130	2.011130	93.870000
9388.000000	-4.321501	4.321501	93.880000
9389.000000	0.833213	0.833213	93.890000
9390.000000	25.048645	25.048645	93.900000
9391.000000	-8.695943	8.695943	93.910000
9392.000000	-0.665137	0.665137	93.920000
9393.000000	5.790707	5.790707	93.930000
9394.000000	13.631517	13.631517	93.940000
9395.000000	15.774913	15.774913	93.950000
9396.000000	24.067077	24.067077	93.960000
9397.000000	13.505340	13.505340	93.970000
9398.000000	16.904445	16.904445	93.980000
9399.000000	8.364538	8.364538	93.990000
9400.000000	21.171472	21.171472	94.000000
9401.000000	16.473484	16.473484	94.010000
9402.000000	35.566508	35.566508	94.020000
9403.000000	7.364881	7.364881	94.030000
9404.000000	23.733402	23.733402	94.040000
9405.000000	8.853995	8.853995	94.050000
9406.000000	18.537489	18.537489	94.060000
9407.000000	11.174507	11.174507	94.070000
9408.000000	21.904206	21.904206	94.080000
9409.000000	13.971392	13.971392	94.090000
9410.000000	15.241583	15.241583	94.100000
9411.000000	-9.047339	9.047339	94.110000
9412.000000	8.609084	8.609084	94.120000
9413.000000	13.051496	13.051496	94.130000
9414.000000	9.639171	9.639171	94.140000
9415.000000	19.973932	19.973932	94.150000
9416.000000	8.560414	8.560414	94.160000
9417.000000	4.768876	4.768876	94.170000
9418.000000	9.443552	9.443552	94.180000
9419.000000	9.481311	9.481311	94.190000
9420.000000	11.127519	11.127519	94.200000
9421.000000	31.399286	31.399286	94.210000
9422.000000	-3.572113	3.572113	94.220000
9423.000000	3.888833	3.888833	94.230000
9424.000000	2.028950	2.028950	94.240000
9425.000000	8.055856	8.055856	94.250000
9426.000000	6.778391	6.778391	94.260000
9427.000000	1.286311	1.286311	94.270000
9428.000000	-3.068878	3.068878	94.280000
9429.000000	14.367737	14.367737	94.290000
9430.000000	8.166679	8.166679	94.300000
9431.000000	7.525166	7.525166	94.310000
9432.000000	-6.100206	6.100206	94.320000
9433.000000	1.731440	1.731440	94.330000
9434.000000	-5.198025	5.198025	94.340000
9435.000000	-12.757156	12.757156	94.350000
9436.000000	-1.215867	1.215867	94.360000
9437.000000	0.041377	0.041377	94.370000
9438.000000	1.527328	1.527328	94.380000
9439.000000	25.565463	25.565463	94.390000
9440.000000	23.176275	23.176275	94.400000
9441.000000	8.839143	8.839143	94.410000
9442.000000	-2.885537	2.885537	94.420000
9443.000000	7.813620	7.813620	94.430000
9444.000000	10.750376	10.750376	94.440000
9445.000000	18.857015	18.857015	94.450000
9446.000000	9.047129	9.047129	94.460000
9447.000000	24.055561	24.055561	94.470000
9448.000000	17.432174	17.432174	94.480000
9449.000000	1.472356	1.472356	94.490000
9450.000000	15.414373	15.414373	94.500000
9451.000000	18.106502	18.106502	94.510000
9452.000000	18.733269	18.733269	94.520000
9453.000000	3.828140	3.828140	94.530000
9454.000000	11.430876	11.430876	94.540000
9455.000000	9.581326	9.581326	94.550000
9456.000000	6.775489	6.775489	94.560000
9457.000000	-4.325751	4.325751	94.570000
9458.000000	13.146136	13.146136	94.580000
9459.000000	4.094148	4.094148	94.590000
9460.000000	22.618402	22.618402	94.600000
9461.000000	26.732154	26.732154	94.610000
9462.000000	7.269730	7.269730	94.620000
